year,PM_lower,PM_mean,PM_upper,ISO3,Country,reporting_region_name,,,REGION,Super_region_name,SUPER-REGION,O3_mean,O3_lower,O3_upper
1990,13.97,14.25,14.53,GRD,Grenada,Caribbean,,,7,Latin America and Caribbean ,5,37.73011,35.47939,39.94979
1995,13.96,14.25,14.53,GRD,Grenada,Caribbean,,,7,Latin America and Caribbean ,5,38.02348,35.53534,40.15719
2000,13.96,14.24,14.52,GRD,Grenada,Caribbean,,,7,Latin America and Caribbean ,5,38.29851,36.10461,40.57533
2005,13.57,13.85,14.12,GRD,Grenada,Caribbean,,,7,Latin America and Caribbean ,5,38.43045,36.06516,40.73187
2010,13.97,14.26,14.54,GRD,Grenada,Caribbean,,,7,Latin America and Caribbean ,5,38.55696,36.25911,40.783
2013,16.51,16.86,17.19,GRD,Grenada,Caribbean,,,7,Latin America and Caribbean ,5,38.65121,36.42326,40.97915
1990,11.12,11.35,11.59,GTM,Guatemala,"Latin America, Central",,,12,Latin America and Caribbean ,5,54.78207,51.47736,57.96473
1995,12.02,12.26,12.51,GTM,Guatemala,"Latin America, Central",,,12,Latin America and Caribbean ,5,56.53662,53.13401,59.92753
2000,12.61,12.87,13.13,GTM,Guatemala,"Latin America, Central",,,12,Latin America and Caribbean ,5,57.73909,54.35746,61.09347
2005,13.22,13.49,13.76,GTM,Guatemala,"Latin America, Central",,,12,Latin America and Caribbean ,5,57.97346,54.43028,61.39898
2010,12.15,12.4,12.66,GTM,Guatemala,"Latin America, Central",,,12,Latin America and Caribbean ,5,57.70977,54.31758,60.89299
2013,12.14,12.4,12.64,GTM,Guatemala,"Latin America, Central",,,12,Latin America and Caribbean ,5,57.85299,54.42601,61.38974
1990,8.61,8.82,9.03,GUY,Guyana,Caribbean,,,7,Latin America and Caribbean ,5,31.38837,29.43482,33.28893
1995,8.55,8.76,8.97,GUY,Guyana,Caribbean,,,7,Latin America and Caribbean ,5,31.48852,29.56081,33.33181
2000,8.6,8.8,9.02,GUY,Guyana,Caribbean,,,7,Latin America and Caribbean ,5,31.57937,29.75903,33.50832
2005,7.26,7.47,7.7,GUY,Guyana,Caribbean,,,7,Latin America and Caribbean ,5,31.73523,29.71043,33.68091
2010,7.2,7.41,7.63,GUY,Guyana,Caribbean,,,7,Latin America and Caribbean ,5,31.91915,30.09321,33.7744
2013,8.54,8.75,8.96,GUY,Guyana,Caribbean,,,7,Latin America and Caribbean ,5,32.06006,30.10768,33.96949
1990,8.38,8.6,8.82,HND,Honduras,"Latin America, Central",,,12,Latin America and Caribbean ,5,43.99355,41.53246,46.5105
1995,8.6,8.82,9.04,HND,Honduras,"Latin America, Central",,,12,Latin America and Caribbean ,5,44.69825,41.9758,47.33752
2000,8.83,9.05,9.28,HND,Honduras,"Latin America, Central",,,12,Latin America and Caribbean ,5,45.01611,42.42611,47.48483
2005,9.22,9.44,9.67,HND,Honduras,"Latin America, Central",,,12,Latin America and Caribbean ,5,45.08769,42.47417,47.82541
2010,8.88,9.1,9.33,HND,Honduras,"Latin America, Central",,,12,Latin America and Caribbean ,5,45.05917,42.16571,47.91441
2013,8.46,8.67,8.89,HND,Honduras,"Latin America, Central",,,12,Latin America and Caribbean ,5,45.19968,42.62381,47.80875
1990,24.22,24.88,25.59,HRV,Croatia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,69.49605,65.31946,73.77708
1995,20.14,20.61,21.11,HRV,Croatia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,68.54802,64.72756,72.77392
2000,17.38,17.75,18.11,HRV,Croatia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,67.42426,63.2507,71.44527
2005,16.57,16.92,17.25,HRV,Croatia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,66.60875,62.89991,70.53349
2010,14.75,15.06,15.36,HRV,Croatia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,65.73995,61.5451,69.72601
2013,13.65,13.93,14.2,HRV,Croatia,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,65.29826,61.19999,69.37552
1990,11.79,12.03,12.27,HTI,Haiti,Caribbean,,,7,Latin America and Caribbean ,5,44.77938,42.17416,47.45108
1995,12.04,12.28,12.53,HTI,Haiti,Caribbean,,,7,Latin America and Caribbean ,5,45.72128,42.94847,48.48117
2000,12.15,12.4,12.65,HTI,Haiti,Caribbean,,,7,Latin America and Caribbean ,5,46.50901,43.68079,49.30741
2005,12.58,12.85,13.1,HTI,Haiti,Caribbean,,,7,Latin America and Caribbean ,5,46.81114,43.93707,49.84439
2010,12.43,12.69,12.94,HTI,Haiti,Caribbean,,,7,Latin America and Caribbean ,5,46.76522,43.89684,49.69237
2013,13.08,13.35,13.61,HTI,Haiti,Caribbean,,,7,Latin America and Caribbean ,5,46.9579,43.95258,49.90435
1990,32.9,34.07,35.36,HUN,Hungary,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,63.9148,59.97316,67.53605
1995,25.37,26.09,26.87,HUN,Hungary,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,63.24612,59.39322,66.87017
2000,20.31,20.78,21.29,HUN,Hungary,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,62.56197,58.74366,66.49416
2005,19.35,19.78,20.23,HUN,Hungary,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,62.12619,58.48535,65.90754
2010,17.51,17.88,18.25,HUN,Hungary,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,61.60624,57.87036,65.27901
2013,15.43,15.75,16.06,HUN,Hungary,"Europe, Central",,,8,"Central Europe, Eastern Europe, Central Asia",4,61.37415,57.54539,65.05896
1990,20.47,21.01,21.59,IDN,Indonesia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,50.21857,47.2548,53.16336
1995,15.53,15.86,16.18,IDN,Indonesia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,45.13809,42.29123,47.69768
2000,11.86,12.1,12.34,IDN,Indonesia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,41.71112,39.21782,44.37294
2005,11.7,11.94,12.19,IDN,Indonesia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,41.13098,38.86737,43.63868
2010,11.9,12.15,12.39,IDN,Indonesia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,42.44445,39.96057,44.78639
2013,14.46,14.76,15.05,IDN,Indonesia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,42.08194,39.64768,44.59814
1990,29.25,30.24,31.32,IND,India,"Asia, South",,,4,South Asia,3,61.50953,57.92173,65.43497
1995,30.68,31.76,32.95,IND,India,"Asia, South",,,4,South Asia,3,63.10376,59.58913,66.82413
2000,32.45,33.65,34.96,IND,India,"Asia, South",,,4,South Asia,3,65.21417,61.48801,69.30753
2005,37.17,38.69,40.38,IND,India,"Asia, South",,,4,South Asia,3,68.17632,63.93203,72.52298
2010,41.57,43.38,45.42,IND,India,"Asia, South",,,4,South Asia,3,72.01125,67.69286,76.44241
2013,44.62,46.66,48.97,IND,India,"Asia, South",,,4,South Asia,3,73.95399,69.44147,78.42302
1990,11.87,12.12,12.37,IRL,Ireland,"Europe, Western",,,10,High income,1,46.57546,43.64783,49.5087
1995,10.62,10.85,11.09,IRL,Ireland,"Europe, Western",,,10,High income,1,47.04753,44.47623,49.50513
2000,9.53,9.75,9.99,IRL,Ireland,"Europe, Western",,,10,High income,1,47.3678,44.62243,50.05252
2005,8.54,8.76,8.99,IRL,Ireland,"Europe, Western",,,10,High income,1,47.50895,44.51578,50.40953
2010,8.17,8.39,8.62,IRL,Ireland,"Europe, Western",,,10,High income,1,47.60366,44.77384,50.5377
2013,7.71,7.93,8.15,IRL,Ireland,"Europe, Western",,,10,High income,1,47.77798,44.8964,50.4665
1990,27.76,28.63,29.59,IRN,Iran,North Africa / Middle East,,,15,North Africa / Middle East,2,69.63963,65.31743,74.11892
1995,27.9,28.77,29.74,IRN,Iran,North Africa / Middle East,,,15,North Africa / Middle East,2,70.87708,66.18214,75.14046
2000,28.49,29.39,30.4,IRN,Iran,North Africa / Middle East,,,15,North Africa / Middle East,2,71.99858,67.78811,76.52982
2005,29.02,29.95,30.98,IRN,Iran,North Africa / Middle East,,,15,North Africa / Middle East,2,72.70577,68.34155,76.99115
2010,30.83,31.88,33.03,IRN,Iran,North Africa / Middle East,,,15,North Africa / Middle East,2,73.19722,68.53438,77.27414
2013,30.82,31.87,33.03,IRN,Iran,North Africa / Middle East,,,15,North Africa / Middle East,2,73.70872,69.06519,78.2079
1990,28.24,29.11,30.08,IRQ,Iraq,North Africa / Middle East,,,15,North Africa / Middle East,2,71.39866,67.20506,75.72338
1995,28.27,29.15,30.12,IRQ,Iraq,North Africa / Middle East,,,15,North Africa / Middle East,2,72.63158,68.12714,76.76301
2000,28.7,29.59,30.59,IRQ,Iraq,North Africa / Middle East,,,15,North Africa / Middle East,2,73.65013,69.23547,78.03465
2005,30.18,31.17,32.27,IRQ,Iraq,North Africa / Middle East,,,15,North Africa / Middle East,2,74.17298,69.72905,78.56878
2010,34.37,35.63,37.01,IRQ,Iraq,North Africa / Middle East,,,15,North Africa / Middle East,2,74.37451,70.29516,78.66158
2013,31.47,32.55,33.74,IRQ,Iraq,North Africa / Middle East,,,15,North Africa / Middle East,2,74.75499,70.08999,79.2081
1990,6.87,7.07,7.29,ISL,Iceland,"Europe, Western",,,10,High income,1,44.28017,41.71379,46.91501
1995,6.74,6.95,7.17,ISL,Iceland,"Europe, Western",,,10,High income,1,44.51551,42.10153,47.02993
2000,6.67,6.87,7.09,ISL,Iceland,"Europe, Western",,,10,High income,1,44.73929,41.91434,47.50535
2005,6.75,6.95,7.17,ISL,Iceland,"Europe, Western",,,10,High income,1,44.93549,42.17988,47.44254
2010,6.78,6.99,7.21,ISL,Iceland,"Europe, Western",,,10,High income,1,44.86089,41.98962,47.59106
2013,6.98,7.18,7.41,ISL,Iceland,"Europe, Western",,,10,High income,1,45.02182,42.49123,47.62734
1990,26.38,27.16,28,ISR,Israel,"Europe, Western",,,10,High income,1,71.6746,67.44081,76.00807
1995,26.2,26.97,27.8,ISR,Israel,"Europe, Western",,,10,High income,1,71.86998,67.39907,76.17773
2000,26.17,26.93,27.76,ISR,Israel,"Europe, Western",,,10,High income,1,72.02493,67.73824,76.10658
2005,26.1,26.86,27.68,ISR,Israel,"Europe, Western",,,10,High income,1,72.12425,67.81925,76.63377
2010,25.6,26.33,27.13,ISR,Israel,"Europe, Western",,,10,High income,1,71.69459,67.21972,75.74983
2013,25.07,25.77,26.53,ISR,Israel,"Europe, Western",,,10,High income,1,71.6521,67.4772,76.06268
1990,29.6,30.6,31.69,ITA,Italy,"Europe, Western",,,10,High income,1,81.23203,76.82288,86.20511
1995,25.98,26.77,27.62,ITA,Italy,"Europe, Western",,,10,High income,1,79.91006,75.14984,84.63074
2000,22.85,23.47,24.13,ITA,Italy,"Europe, Western",,,10,High income,1,78.63287,74.06817,83.13386
2005,21.37,21.92,22.51,ITA,Italy,"Europe, Western",,,10,High income,1,77.25427,72.8933,82.09572
2010,19.61,20.07,20.57,ITA,Italy,"Europe, Western",,,10,High income,1,75.69738,71.27605,80.28833
2013,17.93,18.33,18.74,ITA,Italy,"Europe, Western",,,10,High income,1,74.81641,70.2523,79.57191
1990,10.85,11.08,11.32,JAM,Jamaica,Caribbean,,,7,Latin America and Caribbean ,5,42.95191,40.44262,45.43368
1995,10.91,11.15,11.39,JAM,Jamaica,Caribbean,,,7,Latin America and Caribbean ,5,43.40586,40.78217,45.85359
2000,10.95,11.19,11.43,JAM,Jamaica,Caribbean,,,7,Latin America and Caribbean ,5,43.88285,41.30259,46.50132
2005,11.02,11.26,11.5,JAM,Jamaica,Caribbean,,,7,Latin America and Caribbean ,5,44.0564,41.46225,46.67361
2010,11.02,11.26,11.5,JAM,Jamaica,Caribbean,,,7,Latin America and Caribbean ,5,44.21574,41.65189,47.05183
2013,10.9,11.13,11.37,JAM,Jamaica,Caribbean,,,7,Latin America and Caribbean ,5,44.24478,41.71132,46.88968
1990,25.72,26.46,27.26,JOR,Jordan,North Africa / Middle East,,,15,North Africa / Middle East,2,70.91863,66.82037,75.27116
1995,25.62,26.35,27.14,JOR,Jordan,North Africa / Middle East,,,15,North Africa / Middle East,2,71.88352,67.54548,76.43617
2000,25.58,26.31,27.11,JOR,Jordan,North Africa / Middle East,,,15,North Africa / Middle East,2,72.6818,68.66335,76.81522
2005,25.19,25.89,26.66,JOR,Jordan,North Africa / Middle East,,,15,North Africa / Middle East,2,72.95533,68.46914,77.76275
2010,25.55,26.28,27.07,JOR,Jordan,North Africa / Middle East,,,15,North Africa / Middle East,2,72.9426,68.66393,77.05827
2013,24.94,25.63,26.38,JOR,Jordan,North Africa / Middle East,,,15,North Africa / Middle East,2,73.12253,68.56646,77.884
1990,18.98,19.41,19.88,JPN,Japan,"Asia Pacific, High Income",,,1,High income,1,56.76125,53.39939,60.13122
1995,18.23,18.64,19.05,JPN,Japan,"Asia Pacific, High Income",,,1,High income,1,56.84518,53.44387,60.13499
2000,17.66,18.04,18.42,JPN,Japan,"Asia Pacific, High Income",,,1,High income,1,57.42691,53.91983,60.89776
2005,17.22,17.58,17.95,JPN,Japan,"Asia Pacific, High Income",,,1,High income,1,58.61691,55.03397,61.95251
2010,16.41,16.76,17.09,JPN,Japan,"Asia Pacific, High Income",,,1,High income,1,59.87274,56.05672,63.39749
2013,15.69,16.02,16.33,JPN,Japan,"Asia Pacific, High Income",,,1,High income,1,60.53673,57.09389,64.16866
1990,16.08,16.43,16.76,KAZ,Kazakhstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,54.00521,50.57749,57.38781
1995,13.94,14.22,14.5,KAZ,Kazakhstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,52.93948,49.91957,56.03094
2000,13.09,13.36,13.62,KAZ,Kazakhstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,52.30706,49.21252,55.56785
2005,14.63,14.93,15.22,KAZ,Kazakhstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,52.17503,49.09701,55.25953
2010,14.62,14.93,15.21,KAZ,Kazakhstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,52.35856,49.28164,55.5166
2013,13.93,14.22,14.5,KAZ,Kazakhstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,52.06781,49.05623,55.21113
1990,9.87,10.08,10.31,KEN,Kenya,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,42.38292,39.78788,45.01412
1995,9.89,10.1,10.33,KEN,Kenya,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,42.33752,39.73542,45.02068
2000,9.83,10.04,10.27,KEN,Kenya,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,42.18116,39.49932,44.66051
2005,10.48,10.7,10.93,KEN,Kenya,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,42.24081,39.82912,44.76669
2010,10.49,10.71,10.95,KEN,Kenya,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,42.3339,39.55019,44.78602
2013,11.2,11.43,11.67,KEN,Kenya,"Sub-Saharan Africa, East",,,19,Sub-Saharan Africa,7,42.33622,39.83461,44.84512
1990,19.12,19.54,19.99,KGZ,Kyrgyzstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,64.76734,60.80953,68.86163
1995,17.08,17.45,17.8,KGZ,Kyrgyzstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.80342,59.93352,67.51723
2000,16.19,16.53,16.85,KGZ,Kyrgyzstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.64091,59.95853,67.56015
2005,17.73,18.11,18.48,KGZ,Kyrgyzstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,63.97017,59.98588,67.86823
2010,17.6,17.98,18.35,KGZ,Kyrgyzstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,64.55662,60.66715,68.35445
2013,17.94,18.33,18.72,KGZ,Kyrgyzstan,"Asia, Central",,,2,"Central Europe, Eastern Europe, Central Asia",4,64.909,60.8188,69.03165
1990,9.95,10.18,10.41,KHM,Cambodia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,40.16555,37.87125,42.47582
1995,9.92,10.14,10.37,KHM,Cambodia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,41.07021,38.67122,43.70583
2000,10.68,10.91,11.15,KHM,Cambodia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,42.36402,39.73828,44.98989
2005,14.29,14.58,14.86,KHM,Cambodia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,44.53207,41.87581,47.0588
2010,16.96,17.32,17.67,KHM,Cambodia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,47.37361,44.46812,50.23705
2013,19.29,19.73,20.19,KHM,Cambodia,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,48.79389,45.80436,51.57306
1990,7.22,7.43,7.66,KIR,Kiribati,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,22.6094,21.26019,24.08843
1995,7.22,7.43,7.66,KIR,Kiribati,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,22.49911,21.15487,23.89245
2000,7.22,7.43,7.66,KIR,Kiribati,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,22.42026,21.11023,23.72719
2005,7.22,7.43,7.66,KIR,Kiribati,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,22.56524,21.27549,23.95266
2010,7.22,7.43,7.66,KIR,Kiribati,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,22.61299,21.26914,23.934
2013,7.22,7.43,7.66,KIR,Kiribati,Oceania,,,17,"Southeast Asia, East Asia and Oceania",6,22.64256,21.32274,23.93597
1990,34.27,35.57,37.01,KOR,South Korea,"Asia Pacific, High Income",,,1,High income,1,65.49879,61.56574,69.60796
1995,30.9,31.97,33.15,KOR,South Korea,"Asia Pacific, High Income",,,1,High income,1,62.60245,58.88016,66.41201
2000,28.5,29.41,30.41,KOR,South Korea,"Asia Pacific, High Income",,,1,High income,1,61.29698,57.73306,64.84959
2005,29.02,29.94,30.97,KOR,South Korea,"Asia Pacific, High Income",,,1,High income,1,62.3223,58.51611,66.35384
2010,28.37,29.25,30.24,KOR,South Korea,"Asia Pacific, High Income",,,1,High income,1,65.02193,60.92472,69.00423
2013,28.19,29.07,30.04,KOR,South Korea,"Asia Pacific, High Income",,,1,High income,1,65.74598,61.62394,69.60139
1990,35.17,36.48,37.92,KWT,Kuwait,North Africa / Middle East,,,15,North Africa / Middle East,2,76.39944,71.89819,81.17043
1995,35.24,36.55,37.99,KWT,Kuwait,North Africa / Middle East,,,15,North Africa / Middle East,2,78.97442,74.50319,83.50027
2000,35.47,36.79,38.25,KWT,Kuwait,North Africa / Middle East,,,15,North Africa / Middle East,2,80.80944,75.74406,85.49036
2005,38.81,40.37,42.11,KWT,Kuwait,North Africa / Middle East,,,15,North Africa / Middle East,2,82.26563,77.46297,87.1487
2010,44.59,46.55,48.76,KWT,Kuwait,North Africa / Middle East,,,15,North Africa / Middle East,2,83.41252,78.37559,88.46326
2013,46.97,49.11,51.53,KWT,Kuwait,North Africa / Middle East,,,15,North Africa / Middle East,2,84.35178,79.68642,89.34541
1990,14.34,14.63,14.92,LAO,Laos,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,47.81624,44.71132,50.69073
1995,14.45,14.75,15.04,LAO,Laos,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,49.21478,46.22376,52.1937
2000,14.94,15.25,15.55,LAO,Laos,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,51.29661,48.32682,54.31516
2005,18.09,18.48,18.88,LAO,Laos,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,54.30477,50.9238,57.4487
2010,20.08,20.55,21.06,LAO,Laos,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,58.16793,54.82223,61.69115
2013,26.56,27.46,28.46,LAO,Laos,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,60.29009,56.82272,63.71941
1990,23.73,24.37,25.07,LBN,Lebanon,North Africa / Middle East,,,15,North Africa / Middle East,2,70.20604,65.90675,74.38242
1995,23.13,23.75,24.41,LBN,Lebanon,North Africa / Middle East,,,15,North Africa / Middle East,2,71.20992,67.11217,75.35017
2000,23,23.6,24.26,LBN,Lebanon,North Africa / Middle East,,,15,North Africa / Middle East,2,71.84993,67.58333,76.1215
2005,23.06,23.66,24.3,LBN,Lebanon,North Africa / Middle East,,,15,North Africa / Middle East,2,71.99889,67.62003,76.26392
2010,22.6,23.18,23.8,LBN,Lebanon,North Africa / Middle East,,,15,North Africa / Middle East,2,71.61436,67.31266,76.00753
2013,22.96,23.55,24.2,LBN,Lebanon,North Africa / Middle East,,,15,North Africa / Middle East,2,71.73925,67.60641,76.18974
1990,13.91,14.2,14.47,LBR,Liberia,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.14439,50.81461,57.34699
1995,14,14.28,14.56,LBR,Liberia,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.71005,51.38221,57.918
2000,14.06,14.34,14.63,LBR,Liberia,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.98096,51.36831,58.32118
2005,15.75,16.09,16.4,LBR,Liberia,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,55.17516,52.15059,58.33193
2010,16.13,16.47,16.78,LBR,Liberia,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.99866,51.80462,58.10716
2013,22.11,22.71,23.36,LBR,Liberia,"Sub-Saharan Africa, West",,,21,Sub-Saharan Africa,7,54.9476,51.4475,58.48168
1990,29.19,30.24,31.39,LBY,Libya,North Africa / Middle East,,,15,North Africa / Middle East,2,58.87978,55.61184,62.36438
1995,28.42,29.42,30.52,LBY,Libya,North Africa / Middle East,,,15,North Africa / Middle East,2,59.53204,55.96143,63.10921
2000,27.8,28.77,29.83,LBY,Libya,North Africa / Middle East,,,15,North Africa / Middle East,2,60.0474,56.47207,63.73545
2005,28.91,29.94,31.08,LBY,Libya,North Africa / Middle East,,,15,North Africa / Middle East,2,60.43373,56.62235,63.8656
2010,29.03,30.06,31.2,LBY,Libya,North Africa / Middle East,,,15,North Africa / Middle East,2,60.45142,57.09289,64.10514
2013,26.89,27.81,28.82,LBY,Libya,North Africa / Middle East,,,15,North Africa / Middle East,2,60.87565,57.20946,64.36884
1990,14.97,15.28,15.58,LCA,Saint Lucia,Caribbean,,,7,Latin America and Caribbean ,5,39.03712,36.73746,41.31788
1995,14.94,15.25,15.55,LCA,Saint Lucia,Caribbean,,,7,Latin America and Caribbean ,5,39.2813,37.08631,41.712
2000,14.94,15.24,15.54,LCA,Saint Lucia,Caribbean,,,7,Latin America and Caribbean ,5,39.453,37.17161,41.879
2005,14.67,14.96,15.26,LCA,Saint Lucia,Caribbean,,,7,Latin America and Caribbean ,5,39.62867,37.40996,41.98168
2010,15.22,15.53,15.84,LCA,Saint Lucia,Caribbean,,,7,Latin America and Caribbean ,5,39.64728,37.28675,41.9872
2013,15.29,15.6,15.91,LCA,Saint Lucia,Caribbean,,,7,Latin America and Caribbean ,5,39.75393,37.32825,42.20949
1990,11.21,11.45,11.69,LKA,Sri Lanka,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,45.69561,43.01973,48.32106
1995,11.83,12.07,12.32,LKA,Sri Lanka,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,46.28118,43.56298,49.12051
2000,12.56,12.82,13.08,LKA,Sri Lanka,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,47.34187,44.28254,50.22215
2005,14.31,14.6,14.89,LKA,Sri Lanka,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,49.21139,46.13292,52.07096
2010,15.77,16.1,16.41,LKA,Sri Lanka,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,51.36255,48.48233,54.27124
2013,16.78,17.14,17.49,LKA,Sri Lanka,"Asia, Southeast",,,5,"Southeast Asia, East Asia and Oceania",6,52.52838,49.37757,55.76874
1990,9.29,9.51,9.74,LSO,Lesotho,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,52.39029,49.38272,55.56624
1995,9.64,9.86,10.09,LSO,Lesotho,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,52.82298,49.96383,56.0363
2000,9.86,10.09,10.32,LSO,Lesotho,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,53.31006,50.071,56.41584
2005,10.2,10.42,10.66,LSO,Lesotho,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,53.74202,50.31557,56.90769
2010,10.4,10.63,10.87,LSO,Lesotho,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,54.44035,51.35173,57.45892
2013,10.47,10.69,10.93,LSO,Lesotho,"Sub-Saharan Africa, Southern",,,20,Sub-Saharan Africa,7,54.76477,51.49333,58.00117
1990,22.66,23.25,23.88,LTU,Lithuania,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,54.43579,51.19861,57.82061
1995,17.51,17.88,18.25,LTU,Lithuania,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,52.88081,49.77026,56.15902
2000,14.45,14.74,15.03,LTU,Lithuania,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,51.61387,48.30355,54.55874
2005,14.62,14.92,15.21,LTU,Lithuania,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,51.0093,47.82464,54.08565
2010,13.98,14.26,14.54,LTU,Lithuania,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,50.82377,47.92428,53.95446
2013,13.48,13.75,14.02,LTU,Lithuania,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,50.45952,47.48579,53.26523
1990,26.39,27.17,28.01,LUX,Luxembourg,"Europe, Western",,,10,High income,1,54.83338,51.38197,57.94849
1995,21.99,22.55,23.14,LUX,Luxembourg,"Europe, Western",,,10,High income,1,55.11048,51.78093,58.50034
2000,18.73,19.14,19.56,LUX,Luxembourg,"Europe, Western",,,10,High income,1,55.11174,51.99648,58.60421
2005,15.99,16.33,16.64,LUX,Luxembourg,"Europe, Western",,,10,High income,1,54.9602,51.75988,58.0889
2010,14.9,15.21,15.51,LUX,Luxembourg,"Europe, Western",,,10,High income,1,54.71165,51.44092,57.70784
2013,14.5,14.79,15.08,LUX,Luxembourg,"Europe, Western",,,10,High income,1,54.66236,51.30522,57.90547
1990,19.34,19.77,20.23,LVA,Latvia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,52.6993,49.64329,55.90364
1995,14.94,15.25,15.55,LVA,Latvia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,51.18725,48.26183,54.22086
2000,12.41,12.67,12.92,LVA,Latvia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,50.01436,46.91186,53.31132
2005,12.24,12.49,12.74,LVA,Latvia,"Europe, Eastern",,,9,"Central Europe, Eastern Europe, Central Asia",4,49.33761,46.59045,52.32949
